seller_id,city,state,lat,lng
3442f8959a84dea7ee197c632cb2df15,campinas,SP,-22.898536428530225,-47.063125168330544
d1b65fc7debc3361ea86b5f14c68d2e2,mogi guacu,SP,-22.382941116125448,-46.94664125419024
ce3ad9de960102d0677a81f5d0bb7b2d,rio de janeiro,RJ,-22.91064096725142,-43.17650983181368
c0f3eea2e14555b6faeea3dd58c1b1c3,sao paulo,SP,-23.657250175378767,-46.61075944811122
51a04a8a6bdcb23deccc82b0b80742cf,braganca paulista,SP,-22.971647510075705,-46.53361841170685
c240c4061717ac1806ae6ee72be3533b,rio de janeiro,RJ,-22.89141262003006,-43.22976145989381
e49c26c3edfa46d227d5121a6b6e4d37,brejao,PE,-9.024839005157318,-36.57020044972058
1b938a7ec6ac5061a66a3766e0e75f90,penapolis,SP,-21.442124375537592,-50.07351408965658
768a86e36ad6aae3d03ee3c6433d61df,sao paulo,SP,-23.569353157366287,-46.63690014002537
ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,-25.464029318048183,-49.30472794690424
8cb7c5ddf41f4d506eba76e9a4702a25,anapolis,GO,-16.327942149486358,-48.93600324439582
a7a9b880c49781da66651ccf4ba9ac38,itirapina,SP,-22.24952039418273,-47.81123678056145
8bd0f31cf0a614c658f6763bd02dea69,sao paulo,SP,-23.547159576461446,-46.64989460560333
05a48cc8859962767935ab9087417fbb,sao paulo,SP,-23.58316603052688,-46.76124388343237
7b8e8ec35bad4b0ef7e3963650b0a87b,tubarao,SC,-28.47802628243179,-48.99718340569771
1444c08e64d55fb3c25f0f09c07ffcf2,lauro de freitas,BA,-12.895112589380958,-38.33895999999978
166e8f1381e09651983c38b1f6f91c11,imbituba,SC,-28.190231258277556,-48.66460352500113
e38db885400cd35c71dfd162f2c1dbcf,brasilia,DF,-15.769799999999991,-47.89016774999999
d2e753bb80b7d4faa77483ed00edc8ca,porto seguro,BA,-16.44446967266491,-39.06166956260506
f9ec7093df3a7b346b7bcf7864069ca3,sao paulo,SP,-23.485253731057767,-46.73312974854289
4e6015589b781adaa5ce7f1892d06bb1,guaruja,SP,-23.98788982791853,-46.24777699362336
4cf490a58259286ada5ba8525ba9e84a,tabatinga,SP,-21.72886646318172,-48.68881488220222
f7496d659ca9fdaf323c0aae84176632,sao paulo,SP,-23.63029446211553,-46.62350029239998
2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,-23.198860047870664,-47.29334560811024
8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,-27.713180999999945,-54.26528299999997
2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,-19.95661690748416,-43.968436347881045
2078fe5066350e7d220c0ad3a3bbc6c1,arapongas,PR,-23.422194813273112,-51.43376667120238
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,-23.724134173502662,-46.57554561519289
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,-23.7836170269202,-46.68314048987244
406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,-23.03582473318652,-47.8363026594829
4dbd95a08b31ede5c82d3f861cb1ce1a,curitiba,PR,-25.43871208756084,-49.24089260093047
e9e446d01bd10a97a8ffcfc4a3a20cb2,sao paulo,SP,-23.46735986594724,-46.57715992131685
d52cbce9845184537284a23c3bc3da0e,garopaba,SC,-28.03172040884407,-48.62388672140172
d9a84e1403de8da0c3aa531d6d108ba6,sao paulo,SP,-23.54478975206393,-46.495489292925285
9c690ceacd5c66731bf443ea810195cb,camanducaia,MG,-22.758277649423835,-46.15427601386239
1f9ab4708f3056ede07124aad39a2554,tupa,SP,-21.93532101918528,-50.49756182976886
1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,SP,-23.44803925506378,-46.421980491257415
d3e7d37c0df9aef383f3f2a15b0dddfb,sao jose dos pinhais,PR,-25.497589516673177,-49.18687479711266
ec2e006556300a79a5a91e4876ab3a56,sao paulo,SP,-23.549276996393317,-46.52600554010618
b2a6d334e2833acea353624840e25a0e,sao paulo,SP,-23.63058688480546,-46.61784924409308
d3674f271c91f824f82d24d92011f669,brasilia,DF,-15.84773403146559,-48.11320617572606
768de2a4fc06aacecb9a586ccc30746a,brasilia,DF,-15.782105504364816,-47.93233498642118
a81466620e46a6970b22ef40379fdfc9,sao ludgero,SC,-28.327530882623098,-49.18050954005345
5c030029b5916fed0986310385ec9009,sao jose,SC,-27.58917099140166,-48.579840372323886
c0f783394e37cd9c9d7f5f81141450fa,piracicaba,SP,-22.715110444918835,-47.645625352213
c353f8fc0ce8344999f17d578eb69a5e,porto alegre,RS,-30.06838880309298,-51.22319513873832
8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,-22.15937587770692,-46.04402732344177
28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,-19.86247705744709,-43.89710791840267
41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,-19.84506185844542,-43.98466346448144
8759e7aedd644f487315e5860962f162,santo andre,SP,-23.63036454454957,-46.5101659848808
e546117ed9cafbc40239c0c78635c584,sao paulo,SP,-23.62112665860704,-46.69541190660167
d71d863e5ef30d94e440c11be17dcd8f,osasco,SP,-23.56949384569213,-46.8037303756421
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,-22.976619071841363,-47.01071509319301
ef990a83bbea832f36ebe81376335aa8,joinville,SC,-26.330548143460163,-48.88090174304856
41e0fa5761c886a630994a55c12087e7,guaruja,SP,-23.940592627531885,-46.18049042714523
0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,-22.91119567907111,-42.47940224673698
7d294cf9a6a69dc6a0c3e540fff0e039,barra velha,SC,-26.70909855991671,-48.69369179611
c89cf7c468a48af70aada384e722f9e2,petropolis,RJ,-22.389386316926604,-43.131794488742194
b7ba853e9551f4558440881fd3e5c815,santo antonio da patrulha,RS,-29.8278405,-50.5234755
13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,-25.090806929770974,-50.15864960866176
cbbd5ae8f53de5f5097cd8217b529e24,santana de parnaiba,SP,-23.463669949766263,-46.867870523601965
02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,-23.687193239224257,-46.498261391639694
c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,-22.016967296150906,-47.85171546211552
55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,-23.565986162357948,-46.78504212655093
2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,-21.7664768468313,-48.83154737836604
b7e1750c1157341d2abd0251e07c186b,sao paulo,SP,-23.61182165306711,-46.74705040161001
b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,-25.533552342489493,-49.18726902068778
a416b6a846a11724393025641d4edd5e,sao paulo,SP,-23.51674732944774,-46.54818243075192
7e93a43ef30c4f03f38b393420bc753a,barueri,SP,-23.491791912543025,-46.94733309700014
5206cc4bc2297c833e6061c49bf9c43f,osasco,SP,-23.527419336689768,-46.79951706425642
f410c8873029fcc3809b9df6d0b28914,caxias do sul,SP,-29.17682210847989,-51.15690685509721
ef506c96320abeedfb894c34db06f478,sao paulo,SP,-23.541941545934563,-46.49095488842404
a13aaf2d2886ab9fb30fb9a920160b8f,joinville,SC,-26.322991407438398,-48.83333579156326
7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,-18.65223568071188,-48.19343213192182
8a9260f2b0340411d6d2a56bcf4f7378,contagem,MG,-19.86613222598972,-44.02388988644902
dedcab67899479e4ea5dcc4eba47f587,jaragua do sul,SC,-26.48928831929638,-49.06057033406625
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,-21.7664768468313,-48.83154737836604
7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,SP,-23.71457923606073,-46.54581156219319
731ef20c231d9a7103a425e83fd91271,lages - sc,SC,-27.81568867055225,-50.33589889924407
78813699ffac347fe27dba345a5f1551,bento goncalves,RS,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,catanduva,SP,-21.12727725229381,-48.96558623910783
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,-23.712947685815696,-46.40855396350052
bba3293d6f5d5af2f415e004e8b93ae3,sao paulo,SP,-23.63580786663679,-46.71209825910773
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,-21.250592999999995,-48.31762049999999
b56906f7fd1696e043f1bcce164c487b,echapora,SP,-22.42925217631197,-50.20413759688468
d650b663c3b5f6fb392b6326366efa9a,cotia,SP,-23.615928708516527,-46.84997839900814
669ae81880e08f269a64487cfb287169,rio do sul,SC,-27.20981137280685,-49.63292048422235
c2d70ce2c5d0a2eb75e78668236e6dc8,sao paulo,SP,-23.593755572854764,-46.61713462101102
674207551483fec113276b67b0d871ff,sorocaba,SP,-23.50436812822437,-47.46615628434992
abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,RJ,-22.83586646404876,-43.322162133504506
1996942dc085d7773ba77a529b163cd0,pradopolis,SP,-21.36757068180344,-48.06270442872158
79b93a308a97792cf53ac75f46da00b5,rio de janeiro,RJ,-22.984848450458767,-43.20073414542106
7cf4ea70955b00d6b3c22542598e2715,sao paulo,SP,-23.529050497085805,-46.63889432139766
